20191216,103823206,17853,General Discomfort,0
20191216,103824038,18685,Fatigue,0
20191216,103824632,19280,Headache,0
20191216,103825079,19726,Eyestrain,0
20191216,103825511,20159,Difficulty focusing,0
20191216,103825983,20631,Increased Salivation,0
20191216,103826591,21238,Sweating,0
20191216,103827031,21678,Nausea,0
20191216,103827510,22157,Difficulty concentrating,0
20191216,103828031,22679,Fullnes of head,0
20191216,103829351,23998,Blurred vision,0
20191216,103830150,24798,Dizziness (eye opened),0
20191216,103830647,25294,Dizziness (eye closed),0
20191216,103831288,25935,Vertigo,0
20191216,103831815,26463,Stomach awareness,0
20191216,103832376,27023,Burping,0
